TITLE,TOKENS,TOKENS-VAD,V-MED,A-MED,D-MED
Борхес и новая политическая реальность,"борхес,нов,политическ,реальност",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Главой новой украинской церкви стал представитель украинских раскольников Епифаний,"глав,нов,украинск,церков,станов,представител,украинск,раскольник,епифан","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Порошенко: Варфоломей подтвердил вручение томоса новой украинской церкви в Сочельник,"порошенк,варфолом,подтвержда,вручен,томос,нов,украинск,церков,сочельник",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
РПЦ о церкви Епифания: двойная игра и двойной стандарт,"рпц,церков,епифан,двойн,игр,двойн,стандарт",игр (0.735;0.788;0.493) ,0.735,0.788,0.493
Епифаний не хочет ничего решать без томоса,"епифан,хотет,ничт,реша,томос",хотет (0.671;0.642;0.598) ,0.671,0.642,0.598
Новая автокефальная церковь Украины начнет формировать свои органы после получения томоса,"нов,автокефальн,церков,украин,начина,формирова,сво,орга,получен,томос","нов (0.917;0.490;0.582) ,начина (0.490;0.480;0.387) ,орга (0.510;0.469;0.538) ",0.639,0.48,0.502
Патриарх Варфоломей пригласил главу новой украинской церкви Епифания за томосом,"патриарх,варфолом,приглаша,глав,нов,украинск,церков,епифан,томос","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
"В Болгарской православной церкви резко раскритиковали ""Объединительный собор""","болгарск,православн,церков,резк,раскритиковыва,объединительн,собор",резк (0.250;0.808;0.556) ,0.25,0.808,0.556
"Глава новой Украинской церкви будет назван ""митрополитом Киевским и всея Украины""","глав,нов,украинск,церков,называ,митропол,киевск,ве,украин","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Глава Новой православной церкви Украины получит томос от автокефалии в начале января,"глав,нов,православн,церков,украин,получа,томос,автокефал,нача,январ","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Союз президента и митрополита: как в Киеве создавали новую церковь,"союз,президент,митропол,ки,создава,нов,церков","ки (0.521;0.433;0.484) ,нов (0.917;0.490;0.582) ",0.719,0.462,0.533
На Украине появилась новая церковь. Как этого добились?,"украин,появля,нов,церков,эт,добива",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Володин: легитимность решения об автокефалии украинской церкви сомнительна,"володин,легитимн,решен,автокефал,украинск,церков,сомнительн",сомнительн (0.250;0.465;0.241) ,0.25,0.465,0.241
"На Украине объявили название ""новой церкви""","украин,объявля,назван,нов,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Володин: Легитимность принятого Киевом решения об автокефалии — сомнительна,"володин,легитимн,принима,ки,решен,автокефал,сомнительн","ки (0.521;0.433;0.484) ,сомнительн (0.250;0.465;0.241) ",0.386,0.449,0.362
Главе новой Православной церкви Украины вручат томос 6 января,"глав,нов,православн,церков,украин,вруча,томос,январ","глав (0.550;0.410;0.345) ,нов (0.917;0.490;0.582) ",0.734,0.45,0.463
Новую церковь на Украине назвали Православной,"нов,церков,украин,называ,православн",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
На Украине учреждена новая православная церковь,"украин,учрежда,нов,православн,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Новая независимая от Московского патриархата украинская церковь будет называться Православная церковь Украины,"нов,независим,московск,патриархат,украинск,церков,называ,православн,церков,украин","нов (0.917;0.490;0.582) ,независим (0.549;0.595;0.447) ",0.733,0.542,0.514
Объединительный Собор в Киеве учредил новую поместную церковь и избрал предстоятеля,"объединительн,собор,ки,учрежда,нов,поместн,церков,избира,предстоятел","ки (0.521;0.433;0.484) ,нов (0.917;0.490;0.582) ",0.719,0.462,0.533
Новая независимая от Московского патриархата украинская церковь будет называться Православная церковь Украины,"нов,независим,московск,патриархат,украинск,церков,называ,православн,церков,украин","нов (0.917;0.490;0.582) ,независим (0.549;0.595;0.447) ",0.733,0.542,0.514
Новая независимая от Московского патриархата украинская церковь будет называться Православная церковь Украины,"нов,независим,московск,патриархат,украинск,церков,называ,православн,церков,украин","нов (0.917;0.490;0.582) ,независим (0.549;0.595;0.447) ",0.733,0.542,0.514
Константинополь назвал дату передачи Украине томоса об автокефалии,"константинопол,называ,дат,передач,украин,томос,автокефал",передач (0.615;0.520;0.455) ,0.615,0.52,0.455
На Украине создана новая поместная православная церковь,"украин,создава,нов,поместн,православн,церков",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
Томос об автокефалии предстоятель новой украинской церкви получит 6 января,"томос,автокефал,предстоятел,нов,украинск,церков,получа,январ",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"Посольство США в Киеве поздравило украинцев с созданием ""независимой"" украинской церкви","посольств,сша,ки,поздравля,украинец,создан,независим,украинск,церков","ки (0.521;0.433;0.484) ,независим (0.549;0.595;0.447) ",0.535,0.514,0.466
Новая украинская церковь: мнение РПЦ и США,"нов,украинск,церков,мнен,рпц,сша",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
"Стало известно название ""новой церкви"" Украины","станов,известн,назван,нов,церков,украин",нов (0.917;0.490;0.582) ,0.917,0.49,0.582
На Украине избрали главу раскольнической церкви,"украин,избира,глав,раскольническ,церков",глав (0.550;0.410;0.345) ,0.55,0.41,0.345
